Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
android-chat-in-4-patterns-master,nju.androidchat.client.frp3,Frp3TalkActivity,onCreate,Long Statement,The length of the statement "this.errorMessage$=this.receiveMessage$.filter(message -> message instanceof ErrorMessage).map(message -> (ErrorMessage)message);" is 129.,50
android-chat-in-4-patterns-master,nju.androidchat.client.frp3,Frp3TalkActivity,onCreate,Long Statement,The length of the statement "this.serverSendMessages$=this.receiveMessage$.filter(message -> message instanceof ServerSendMessage).map(message -> (ServerSendMessage)message);" is 145.,50
android-chat-in-4-patterns-master,nju.androidchat.client.frp3,Frp3TalkActivity,onCreate,Long Statement,The length of the statement "this.recallMessage$=this.receiveMessage$.filter(message -> message instanceof RecallMessage).map(message -> (RecallMessage)message);" is 132.,50
android-chat-in-4-patterns-master,nju.androidchat.client.frp3,Frp3TalkActivity,onCreate,Long Statement,The length of the statement "this.addToViewMessages$=Observable.merge(this.serverSendMessages$.share().map(message -> new ItemTextReceive(this`message.getMessage()`message.getMessageId()))`this.sendMessages$.map(message -> new ItemTextSend(this`message.getMessage()`message.getMessageId()`this)));" is 268.,50
android-chat-in-4-patterns-master,nju.androidchat.client.frp4,Frp4TalkActivity,onCreate,Long Statement,The length of the statement "this.errorMessage$=this.receiveMessage$.filter(message -> message instanceof ErrorMessage).map(message -> (ErrorMessage)message);" is 129.,51
android-chat-in-4-patterns-master,nju.androidchat.client.frp4,Frp4TalkActivity,onCreate,Long Statement,The length of the statement "this.serverSendMessages$=this.receiveMessage$.filter(message -> message instanceof ServerSendMessage).map(message -> (ServerSendMessage)message);" is 145.,51
android-chat-in-4-patterns-master,nju.androidchat.client.frp4,Frp4TalkActivity,onCreate,Long Statement,The length of the statement "this.recallMessage$=this.receiveMessage$.filter(message -> message instanceof RecallMessage).map(message -> (RecallMessage)message);" is 132.,51
android-chat-in-4-patterns-master,nju.androidchat.client.frp4,Frp4TalkActivity,onCreate,Long Statement,The length of the statement "this.addToViewMessages$=Observable.merge(this.serverSendMessages$.share().map(message -> new ItemTextReceive(this`message.getMessage()`message.getMessageId()))`this.sendMessages$.map(message -> new ItemTextSend(this`message.getMessage()`message.getMessageId()`this)));" is 268.,51
android-chat-in-4-patterns-master,nju.androidchat.client.mvc1,Mvc1BackupModel,backup,Magic Number,The method contains a magic number: 3000,31
android-chat-in-4-patterns-master,nju.androidchat.client.mvp1,Mvp1BackupModel,backup,Magic Number,The method contains a magic number: 3000,18
android-chat-in-4-patterns-master,nju.androidchat.client.mvp2,Mvp2TalkPresenter,recallMessage,Long Statement,The length of the statement "newMessages.add(new ClientMessage(clientMessage.getMessageId()`clientMessage.getTime()`clientMessage.getSenderUsername()`"(已撤回)"));" is 131.,40
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm0.viewmodel,ListBindingAdapters,setEntries,Complex Conditional,The conditional expression oldEntries != newEntries && listener != null && oldEntries instanceof ObservableList is complex.,49
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm0.viewmodel,ListBindingAdapters,setEntries,Long Parameter List,The method has 5 parameters. ,49
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm0.viewmodel,Mvvm0ViewModel,onMessageReceived,Long Statement,The length of the statement "log.info(String.format("%s sent a messageToSend: %s"`serverSendMessage.getSenderUsername()`serverSendMessage.getMessage()));" is 124.,71
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm2,Mvvm2TalkActivity,showRecallUi,Long Statement,The length of the statement "builder.setNegativeButton(getString(R.string.recall_message_cancel)`(dialog`which) -> Toast.makeText(this`getString(R.string.after_recall_cancel)`Toast.LENGTH_SHORT).show());" is 174.,86
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm2.viewmodel,ListBindingAdapters,setEntries,Complex Conditional,The conditional expression oldEntries == newEntries && oldLayoutId == newLayoutId && oldListener == newListener is complex.,48
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm2.viewmodel,ListBindingAdapters,setEntries,Complex Conditional,The conditional expression oldEntries != newEntries && listener != null && oldEntries instanceof ObservableList is complex.,48
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm2.viewmodel,ListBindingAdapters,setEntries,Long Parameter List,The method has 7 parameters. ,48
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm2.viewmodel,ListBindingAdapters,bindLayout,Long Parameter List,The method has 5 parameters. ,99
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm2.viewmodel,Mvvm2ViewModel,onMessageReceived,Long Statement,The length of the statement "log.info(String.format("%s sent a messageToSend: %s"`serverSendMessage.getSenderUsername()`serverSendMessage.getMessage()));" is 124.,91
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm3.viewmodel,ListBindingAdapters,setEntries,Complex Conditional,The conditional expression oldEntries != newEntries && listener != null && oldEntries instanceof ObservableList is complex.,48
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm3.viewmodel,ListBindingAdapters,setEntries,Long Parameter List,The method has 5 parameters. ,48
android-chat-in-4-patterns-master,nju.androidchat.client.mvvm3.viewmodel,Mvvm3ViewModel,onMessageReceived,Long Statement,The length of the statement "log.info(String.format("%s sent a messageToSend: %s"`serverSendMessage.getSenderUsername()`serverSendMessage.getMessage()));" is 124.,73
android-chat-in-4-patterns-master,nju.androidchat.server,ConnectionHandlerImpl,run,Long Statement,The length of the statement "writeToClient(new ErrorMessage("Expected LoginRequestMessage. Received: " + (message == null ? "null" : message.getClass().getSimpleName())));" is 142.,91
android-chat-in-4-patterns-master,nju.androidchat.server.handlers,ClientSendMessageHandler,handle,Long Statement,The length of the statement "connectionHandler.sendToAllOtherClients(new ServerSendMessage(message.getMessageId()`message.getTime()`connectionHandler.getUsername()`messageContent));" is 152.,10
