Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
89_Untamed-master,com.facebook.android,AsyncFacebookRunner,request,Long Parameter List,The method has 5 parameters. ,234
89_Untamed-master,com.facebook.android,Facebook,Facebook,Long Statement,The length of the statement "throw new IllegalArgumentException("You must specify your application ID when instantiating " + "a Facebook object. See README for details.");" is 142.,111
89_Untamed-master,com.facebook.android,Facebook,authorize,Long Statement,The length of the statement "SessionLoginBehavior behavior=(activityCode >= 0) ? SessionLoginBehavior.SSO_WITH_FALLBACK : SessionLoginBehavior.SUPPRESS_SSO;" is 127.,152
89_Untamed-master,com.facebook.android,Facebook,authorize,Long Identifier,The length of the field pendingAuthorizationPermissions is 31.,224
89_Untamed-master,com.facebook.android,Facebook,authorize,Long Parameter List,The method has 5 parameters. ,224
89_Untamed-master,com.facebook.android,Facebook,authorize,Long Statement,The length of the statement "pendingOpeningSession=new Session.Builder(activity).setApplicationId(mAppId).setTokenCachingStrategy(getTokenCache()).build();" is 126.,224
89_Untamed-master,com.facebook.android,Facebook,authorize,Long Statement,The length of the statement "Session.OpenRequest openRequest=new Session.OpenRequest(activity).setCallback(callback).setLoginBehavior(behavior).setRequestCode(activityCode).setPermissions(Arrays.asList(pendingAuthorizationPermissions));" is 207.,224
89_Untamed-master,com.facebook.android,Facebook,onSessionCallback,Complex Conditional,The conditional expression (exception instanceof FacebookAuthorizationException) && (extras != null) && extras.containsKey(Session.WEB_VIEW_ERROR_CODE_KEY)&& extras.containsKey(Session.WEB_VIEW_FAILING_URL_KEY) is complex.,325
89_Untamed-master,com.facebook.android,Facebook,onSessionCallback,Long Statement,The length of the statement "else if ((exception instanceof FacebookAuthorizationException) && (extras != null) && extras.containsKey(Session.WEB_VIEW_ERROR_CODE_KEY)&& extras.containsKey(Session.WEB_VIEW_FAILING_URL_KEY)) {" is 195.,325
89_Untamed-master,com.facebook.android,Facebook,onSessionCallback,Long Statement,The length of the statement "DialogError error=new DialogError(exception.getMessage()`extras.getInt(Session.WEB_VIEW_ERROR_CODE_KEY)`extras.getString(Session.WEB_VIEW_FAILING_URL_KEY));" is 156.,325
89_Untamed-master,com.facebook.android,Facebook,authorizeCallback,Long Identifier,The length of the field pendingAuthorizationPermissions is 31.,406
89_Untamed-master,com.facebook.android,Facebook,shouldExtendAccessToken,Long Identifier,The length of the field lastAccessUpdateMillisecondsAfterEpoch is 38.,491
89_Untamed-master,com.facebook.android,Facebook,shouldExtendAccessToken,Long Statement,The length of the statement "return isSessionValid() && (System.currentTimeMillis() - lastAccessUpdateMillisecondsAfterEpoch >= REFRESH_TOKEN_BARRIER);" is 122.,491
89_Untamed-master,com.facebook.android,Facebook,onServiceDisconnected,Empty catch clause,The method has an empty catch block.,531
89_Untamed-master,com.facebook.android,Facebook,handleMessage,Magic Number,The method contains a magic number: 1000L,574
89_Untamed-master,com.facebook.android,Facebook,logoutImpl,Long Identifier,The length of the field accessExpiresMillisecondsAfterEpoch is 35.,649
89_Untamed-master,com.facebook.android,Facebook,logoutImpl,Long Identifier,The length of the field lastAccessUpdateMillisecondsAfterEpoch is 38.,649
89_Untamed-master,com.facebook.android,Facebook,request,Long Statement,The length of the statement "throw new IllegalArgumentException("API method must be specified. " + "(parameters must contain key \"method\" and value). See" + " http://developers.facebook.com/docs/reference/rest/");" is 186.,675
89_Untamed-master,com.facebook.android,Facebook,getSession,Complex Method,Cyclomatic complexity of the method is 11,912
89_Untamed-master,com.facebook.android,Facebook,getSession,Long Identifier,The length of the field pendingAuthorizationPermissions is 31.,912
89_Untamed-master,com.facebook.android,Facebook,getSession,Long Statement,The length of the statement "Session newSession=new Session.Builder(pendingAuthorizationActivity).setApplicationId(mAppId).setTokenCachingStrategy(getTokenCache()).build();" is 143.,912
89_Untamed-master,com.facebook.android,Facebook,getAccessExpires,Long Identifier,The length of the field accessExpiresMillisecondsAfterEpoch is 35.,1001
89_Untamed-master,com.facebook.android,Facebook,getLastAccessUpdate,Long Identifier,The length of the field lastAccessUpdateMillisecondsAfterEpoch is 38.,1017
89_Untamed-master,com.facebook.android,Facebook,setTokenFromCache,Long Identifier,The length of the field accessExpiresMillisecondsAfterEpoch is 35.,1028
89_Untamed-master,com.facebook.android,Facebook,setTokenFromCache,Long Identifier,The length of the field lastAccessUpdateMillisecondsAfterEpoch is 38.,1028
89_Untamed-master,com.facebook.android,Facebook,setAccessToken,Long Identifier,The length of the field lastAccessUpdateMillisecondsAfterEpoch is 38.,1049
89_Untamed-master,com.facebook.android,Facebook,setAccessExpires,Long Identifier,The length of the field accessExpiresMillisecondsAfterEpoch is 35.,1067
89_Untamed-master,com.facebook.android,Facebook,setAccessExpires,Long Identifier,The length of the field lastAccessUpdateMillisecondsAfterEpoch is 38.,1067
89_Untamed-master,com.facebook.android,Facebook,setAccessExpiresIn,Long Statement,The length of the statement "long expires=expiresInSecsFromNow.equals("0") ? 0 : System.currentTimeMillis() + Long.parseLong(expiresInSecsFromNow) * 1000L;" is 126.,1086
89_Untamed-master,com.facebook.android,Facebook,setAccessExpiresIn,Magic Number,The method contains a magic number: 1000L,1086
89_Untamed-master,com.facebook.android,Facebook,load,Long Identifier,The length of the field accessExpiresMillisecondsAfterEpoch is 35.,1161
89_Untamed-master,com.facebook.android,Facebook,load,Long Identifier,The length of the field pendingAuthorizationPermissions is 31.,1161
89_Untamed-master,com.facebook.android,Facebook,load,Long Identifier,The length of the field lastAccessUpdateMillisecondsAfterEpoch is 38.,1161
